Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
35.0,4.2,Fog,Medium,1,scooter,2.0,No,Metropolitian,38
38.0,4.7,Sunny,Low,0,motorcycle,1.0,No,Urban,24
,,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,40
29.0,4.8,Fog,Low,1,scooter,0.0,No,Metropolitian,17
27.0,5.0,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,22
38.0,4.5,Sunny,Jam,1,scooter,1.0,No,Urban,30
30.0,4.9,Fog,Low,1,motorcycle,1.0,No,Metropolitian,17
31.0,4.6,Cloudy,Jam,2,scooter,1.0,No,Urban,27
34.0,4.7,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,28
33.0,4.9,Fog,Jam,2,electric_scooter,1.0,Yes,Metropolitian,43
30.0,5.0,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,29
26.0,4.7,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,18
15.0,1.0,,,3,electric_scooter,0.0,No,Urban,24
21.0,4.8,Stormy,Medium,0,motorcycle,0.0,No,Urban,33
27.0,4.5,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,27
36.0,4.3,Fog,Jam,1,motorcycle,3.0,Yes,Metropolitian,48
23.0,4.9,Sandstorms,Low,1,scooter,1.0,No,Urban,10
34.0,4.7,Fog,Low,1,scooter,1.0,No,Urban,19
30.0,4.9,Stormy,Jam,0,motorcycle,1.0,No,Urban,36
34.0,4.8,Windy,Jam,2,motorcycle,1.0,No,Metropolitian,31
35.0,4.6,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,21
38.0,4.7,Fog,Jam,0,motorcycle,2.0,No,Metropolitian,48
32.0,4.7,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,44
27.0,4.9,Stormy,Medium,1,motorcycle,1.0,No,Urban,18
28.0,4.8,Sunny,Jam,2,electric_scooter,0.0,No,Metropolitian,12
29.0,4.7,Stormy,Low,2,electric_scooter,1.0,No,Metropolitian,12
30.0,4.8,Windy,Jam,2,scooter,1.0,No,Urban,29
39.0,4.8,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,25
23.0,4.6,Windy,Medium,2,scooter,1.0,No,Metropolitian,25
30.0,4.9,Sandstorms,High,0,motorcycle,0.0,No,Metropolitian,47
25.0,4.5,Fog,Low,1,scooter,0.0,No,Urban,11
36.0,4.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,34
33.0,4.9,Sandstorms,Medium,2,scooter,0.0,No,Metropolitian,30
38.0,4.7,Windy,Low,1,motorcycle,0.0,No,Metropolitian,22
,,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,32
27.0,4.6,Stormy,Medium,2,electric_scooter,0.0,No,Urban,21
30.0,4.8,Sandstorms,High,1,motorcycle,1.0,No,Metropolitian,33
35.0,4.5,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,40
21.0,4.7,Fog,Medium,2,motorcycle,1.0,No,Metropolitian,30
36.0,4.5,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,24
20.0,4.6,Fog,High,2,scooter,1.0,No,Metropolitian,25
36.0,4.1,Stormy,Medium,2,scooter,1.0,No,Metropolitian,39
31.0,4.8,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,30
31.0,4.0,Sandstorms,Low,0,motorcycle,1.0,No,,31
26.0,5.0,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,24
26.0,5.0,Stormy,Medium,2,scooter,1.0,No,Metropolitian,27
28.0,4.6,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,23
33.0,4.7,Stormy,Low,1,scooter,1.0,No,Metropolitian,23
32.0,4.3,Sandstorms,High,2,scooter,0.0,No,Metropolitian,31
29.0,4.6,Sandstorms,Medium,1,motorcycle,0.0,No,Urban,22
,,Sandstorms,Low,2,scooter,1.0,No,Urban,17
37.0,5.0,Sandstorms,High,0,motorcycle,0.0,No,Urban,31
27.0,4.8,Stormy,Medium,2,scooter,0.0,No,Urban,21
30.0,4.7,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,20
37.0,4.6,Fog,Low,2,scooter,0.0,No,Urban,19
39.0,5.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,28
23.0,4.9,Windy,Jam,1,scooter,1.0,No,Metropolitian,20
37.0,4.0,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,39
36.0,4.5,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,30
31.0,4.9,Sunny,Medium,1,scooter,1.0,No,Metropolitian,22
26.0,5.0,Windy,Medium,1,scooter,1.0,No,Metropolitian,20
39.0,4.2,Sunny,Jam,0,motorcycle,1.0,No,Urban,37
36.0,4.9,Cloudy,High,2,electric_scooter,1.0,No,Metropolitian,28
24.0,4.7,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,21
24.0,4.8,Sunny,Medium,2,motorcycle,0.0,No,Metropolitian,13
,,,,1,scooter,1.0,No,Metropolitian,33
20.0,4.9,Fog,Low,0,motorcycle,1.0,No,Metropolitian,20
31.0,4.9,Windy,Low,0,motorcycle,0.0,No,Urban,24
25.0,4.6,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,24
28.0,4.5,Windy,Medium,2,scooter,1.0,No,Metropolitian,25
35.0,4.0,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,33
24.0,4.9,Sandstorms,Low,2,motorcycle,1.0,No,Metropolitian,18
32.0,4.7,Stormy,Medium,2,scooter,0.0,No,Metropolitian,34
30.0,4.8,Cloudy,Medium,2,scooter,2.0,No,Metropolitian,38
21.0,4.7,Stormy,Medium,1,scooter,1.0,No,Urban,24
29.0,5.0,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,10
23.0,4.9,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,26
32.0,4.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,40
21.0,4.7,Windy,Low,1,scooter,0.0,No,Urban,16
20.0,4.5,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,44
25.0,4.7,Fog,High,0,motorcycle,1.0,No,Metropolitian,21
37.0,4.7,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,27
38.0,4.7,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,24
36.0,5.0,Windy,Medium,1,scooter,1.0,No,Metropolitian,22
22.0,4.8,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,37
36.0,4.8,Windy,Low,1,scooter,1.0,No,Metropolitian,26
33.0,4.8,Sunny,Jam,1,motorcycle,1.0,No,Urban,22
25.0,4.6,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,16
28.0,5.0,Stormy,Medium,2,electric_scooter,1.0,No,Urban,27
33.0,4.3,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,32
38.0,4.7,Stormy,Low,1,scooter,1.0,No,Metropolitian,20
21.0,4.7,Sandstorms,Low,2,scooter,1.0,No,Urban,18
28.0,5.0,Sunny,High,2,scooter,0.0,No,Metropolitian,13
,,Fog,Low,2,scooter,1.0,No,Metropolitian,38
27.0,4.6,Fog,Low,0,motorcycle,1.0,No,Urban,24
24.0,4.7,Sandstorms,Low,2,electric_scooter,0.0,No,Metropolitian,18
22.0,4.6,Windy,Low,2,scooter,1.0,No,Urban,11
32.0,4.3,Fog,Low,0,motorcycle,2.0,No,Metropolitian,39
,,Fog,Low,1,motorcycle,1.0,No,Metropolitian,21
25.0,5.0,Sunny,Low,2,scooter,1.0,No,Metropolitian,23
21.0,4.7,Fog,Medium,2,electric_scooter,1.0,No,Urban,19
20.0,4.3,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,35
31.0,4.8,Stormy,Medium,2,motorcycle,0.0,No,Metropolitian,26
31.0,4.7,Cloudy,Jam,2,scooter,1.0,Yes,Metropolitian,47
29.0,4.3,Cloudy,Medium,1,scooter,1.0,No,Metropolitian,32
21.0,4.9,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,17
,,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,27
28.0,4.7,Cloudy,Medium,1,scooter,0.0,No,Metropolitian,10
26.0,4.8,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,12
32.0,4.9,Cloudy,Medium,1,scooter,1.0,No,Metropolitian,16
37.0,4.6,Sunny,Jam,1,scooter,1.0,No,Metropolitian,15
24.0,4.3,Cloudy,Jam,1,scooter,1.0,No,Urban,41
35.0,4.5,Sandstorms,Low,2,electric_scooter,1.0,No,Urban,22
21.0,4.5,Windy,Low,0,motorcycle,1.0,No,Metropolitian,29
34.0,4.3,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,28
32.0,4.6,Sandstorms,High,0,motorcycle,0.0,No,Metropolitian,33
27.0,4.5,Windy,Low,2,scooter,0.0,No,Metropolitian,14
29.0,5.0,Windy,High,1,motorcycle,1.0,No,Urban,24
34.0,3.8,Stormy,Jam,1,scooter,1.0,No,Metropolitian,39
21.0,4.9,Sandstorms,Medium,2,scooter,0.0,No,Metropolitian,20
35.0,4.5,Fog,Jam,0,motorcycle,3.0,No,Semi-Urban,54
27.0,4.7,Windy,Jam,2,scooter,0.0,No,Metropolitian,27
39.0,4.4,Fog,High,2,scooter,1.0,No,Metropolitian,38
28.0,4.5,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,24
35.0,5.0,Sunny,Low,1,motorcycle,1.0,No,Urban,18
20.0,4.6,Windy,Low,1,scooter,0.0,No,Metropolitian,18
26.0,4.5,Stormy,High,2,scooter,1.0,No,Metropolitian,23
35.0,4.4,Fog,Low,0,motorcycle,1.0,No,Metropolitian,36
39.0,5.0,Stormy,Low,2,scooter,0.0,No,Metropolitian,27
,,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,27
24.0,4.6,Fog,High,1,motorcycle,0.0,No,Metropolitian,25
35.0,4.0,Stormy,High,0,motorcycle,1.0,No,Urban,37
33.0,4.7,Windy,Low,1,motorcycle,1.0,No,Metropolitian,24
26.0,4.7,Sandstorms,Jam,2,electric_scooter,0.0,No,Metropolitian,16
29.0,4.1,Fog,Medium,2,motorcycle,1.0,No,Metropolitian,33
21.0,4.6,Windy,Low,2,scooter,0.0,No,Metropolitian,13
30.0,4.7,Windy,Medium,0,motorcycle,1.0,No,,38
27.0,4.5,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,16
25.0,4.5,Stormy,Low,1,scooter,1.0,No,Metropolitian,17
28.0,4.9,Windy,Jam,1,scooter,1.0,No,Metropolitian,18
35.0,4.8,Sunny,Medium,1,scooter,1.0,No,Urban,19
26.0,4.9,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,37
21.0,4.9,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,16
28.0,4.8,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,17
37.0,4.6,Cloudy,High,1,scooter,1.0,No,Metropolitian,25
25.0,4.9,Windy,High,2,motorcycle,1.0,No,Metropolitian,19
38.0,4.2,Sandstorms,Jam,0,motorcycle,1.0,No,,31
25.0,4.9,Fog,Low,2,motorcycle,1.0,No,Urban,27
29.0,4.9,Fog,High,1,motorcycle,1.0,No,Metropolitian,29
20.0,4.8,Fog,Jam,2,motorcycle,0.0,No,Metropolitian,35
23.0,4.5,Stormy,Jam,0,motorcycle,0.0,No,Metropolitian,19
36.0,4.8,Sunny,Low,1,motorcycle,0.0,No,Urban,14
26.0,4.7,Fog,Low,0,motorcycle,1.0,No,Metropolitian,21
28.0,4.6,Windy,Low,2,scooter,0.0,No,Urban,17
38.0,4.2,Windy,Jam,1,motorcycle,2.0,Yes,Metropolitian,43
22.0,4.6,Sandstorms,High,1,motorcycle,0.0,No,Urban,20
32.0,4.3,Fog,Low,2,electric_scooter,0.0,No,Metropolitian,37
31.0,4.6,Sunny,Low,1,scooter,1.0,No,Metropolitian,25
33.0,4.7,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,34
21.0,4.7,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,24
23.0,4.8,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,19
20.0,4.8,Cloudy,Low,2,scooter,1.0,No,Metropolitian,25
37.0,4.6,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,27
20.0,4.9,Cloudy,Medium,1,scooter,1.0,No,,28
20.0,4.9,Sunny,Medium,1,scooter,1.0,No,,11
25.0,4.8,Windy,Jam,2,scooter,0.0,No,Metropolitian,26
27.0,5.0,Windy,Medium,1,motorcycle,0.0,No,Metropolitian,28
22.0,4.7,Windy,Medium,1,scooter,1.0,No,Metropolitian,22
27.0,4.2,Cloudy,Medium,1,scooter,1.0,No,Metropolitian,33
30.0,4.9,Fog,Medium,2,scooter,0.0,No,Urban,16
21.0,4.9,Sunny,Medium,2,scooter,0.0,No,Urban,10
37.0,4.6,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,40
32.0,5.0,Fog,Jam,2,scooter,2.0,No,Urban,46
33.0,3.6,Stormy,Jam,2,scooter,1.0,No,Urban,39
25.0,4.7,Stormy,Low,2,scooter,1.0,No,Urban,19
26.0,4.5,Windy,Jam,2,scooter,1.0,No,Metropolitian,21
29.0,4.9,Sandstorms,Low,2,electric_scooter,1.0,No,Metropolitian,14
21.0,4.5,Sunny,High,2,scooter,1.0,No,Metropolitian,17
20.0,4.6,Stormy,Jam,2,motorcycle,1.0,No,Metropolitian,25
20.0,4.4,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,36
24.0,4.7,Fog,Low,0,motorcycle,0.0,No,Metropolitian,24
37.0,4.8,Stormy,Low,1,scooter,1.0,No,Metropolitian,26
38.0,4.1,Windy,Jam,2,scooter,1.0,No,Metropolitian,39
31.0,5.0,Stormy,High,0,motorcycle,1.0,No,Urban,32
28.0,4.7,Sandstorms,Low,1,motorcycle,0.0,No,Metropolitian,12
27.0,5.0,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,18
22.0,4.8,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,30
26.0,4.7,Windy,Low,0,motorcycle,1.0,No,Urban,18
27.0,4.9,Cloudy,Medium,2,scooter,0.0,No,Metropolitian,26
29.0,4.9,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,15
37.0,4.8,Sunny,Jam,1,scooter,0.0,No,Urban,20
35.0,4.8,Sunny,High,0,motorcycle,1.0,No,Metropolitian,27
33.0,4.6,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,29
20.0,3.9,Sunny,Jam,0,motorcycle,3.0,Yes,Metropolitian,51
22.0,5.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,21
32.0,4.5,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,26
39.0,4.1,Fog,Jam,2,motorcycle,1.0,No,Metropolitian,37
32.0,4.8,Stormy,Low,2,scooter,0.0,No,,20
31.0,4.7,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,37
,,Windy,Low,1,motorcycle,0.0,No,Metropolitian,17
32.0,4.7,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,30
21.0,4.9,Stormy,Low,2,electric_scooter,1.0,No,Metropolitian,19
37.0,4.7,Sandstorms,Medium,2,electric_scooter,1.0,No,Metropolitian,30
21.0,4.9,Windy,Low,2,motorcycle,1.0,No,Metropolitian,14
39.0,4.8,Fog,Medium,1,motorcycle,1.0,No,Urban,16
21.0,4.5,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,15
28.0,4.9,Fog,Medium,2,motorcycle,1.0,No,Metropolitian,34
28.0,5.0,Cloudy,Jam,1,scooter,1.0,No,Urban,34
,,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,21
39.0,4.9,Cloudy,Low,2,motorcycle,0.0,No,Urban,15
31.0,4.7,Fog,Medium,2,motorcycle,0.0,No,Metropolitian,16
26.0,4.7,Sunny,Low,0,motorcycle,0.0,No,Urban,22
22.0,4.9,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,12
35.0,4.9,Fog,Low,0,motorcycle,1.0,No,Urban,25
34.0,4.9,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,25
35.0,4.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,38
26.0,4.7,Fog,Low,2,scooter,0.0,No,Metropolitian,21
34.0,3.5,Stormy,Medium,2,electric_scooter,0.0,No,Metropolitian,35
39.0,4.6,Sunny,Jam,0,motorcycle,1.0,No,Urban,28
23.0,4.7,Sandstorms,Low,2,motorcycle,1.0,No,Metropolitian,12
26.0,4.7,Sandstorms,Jam,1,motorcycle,,No,Metropolitian,19
25.0,4.6,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,19
38.0,4.9,Stormy,Medium,2,electric_scooter,1.0,No,Metropolitian,29
23.0,4.9,Stormy,Medium,1,scooter,0.0,No,Metropolitian,26
21.0,4.8,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,21
,,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,29
27.0,4.7,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,13
31.0,4.6,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,21
32.0,3.9,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,36
27.0,4.9,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,18
39.0,4.8,Fog,Jam,1,motorcycle,1.0,Yes,Metropolitian,41
36.0,4.4,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,33
27.0,4.0,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,38
34.0,4.9,Stormy,Low,1,scooter,1.0,No,Metropolitian,28
32.0,4.9,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,30
,,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,23
35.0,4.9,Sandstorms,Jam,2,motorcycle,1.0,No,Metropolitian,27
28.0,4.8,Fog,Low,1,scooter,1.0,No,Urban,16
28.0,4.8,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,20
30.0,4.7,Cloudy,Jam,0,motorcycle,2.0,Yes,Metropolitian,42
28.0,4.5,Cloudy,Medium,2,scooter,1.0,No,Metropolitian,19
36.0,5.0,Sandstorms,Jam,2,scooter,0.0,No,Metropolitian,31
35.0,4.2,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,37
,,Stormy,Low,2,scooter,1.0,No,Metropolitian,15
22.0,4.9,Windy,High,0,motorcycle,0.0,No,Metropolitian,15
39.0,4.6,Stormy,Jam,1,motorcycle,0.0,No,Metropolitian,27
37.0,4.6,Sandstorms,Low,0,motorcycle,0.0,No,,28
25.0,4.5,Cloudy,High,0,motorcycle,0.0,No,Metropolitian,25
29.0,4.7,Cloudy,Low,1,scooter,1.0,No,Metropolitian,20
20.0,4.9,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,25
22.0,4.6,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,19
29.0,4.5,Windy,Low,1,scooter,0.0,No,Urban,12
29.0,4.9,Sunny,Jam,1,scooter,0.0,No,Urban,10
28.0,5.0,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,16
27.0,4.8,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,27
36.0,3.7,Fog,Low,1,motorcycle,0.0,No,Metropolitian,31
34.0,4.6,Stormy,High,1,scooter,1.0,No,Urban,33
26.0,4.5,Sandstorms,High,0,motorcycle,0.0,No,Urban,23
30.0,4.6,Cloudy,Low,1,scooter,0.0,No,Urban,15
27.0,2.7,Sunny,Low,2,scooter,1.0,No,Metropolitian,33
36.0,4.6,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,28
37.0,4.6,Sunny,Jam,2,scooter,1.0,No,Metropolitian,30
22.0,4.9,Windy,Jam,2,motorcycle,1.0,No,Urban,28
27.0,5.0,Sandstorms,Low,2,scooter,,No,Urban,17
,,Sunny,Medium,1,motorcycle,0.0,No,Urban,14
36.0,4.8,Stormy,Medium,2,motorcycle,1.0,No,Urban,21
20.0,4.9,Windy,Low,1,scooter,0.0,No,Metropolitian,11
24.0,4.8,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,22
23.0,4.7,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,17
37.0,4.7,Stormy,Medium,2,electric_scooter,1.0,No,Metropolitian,25
28.0,4.9,Sandstorms,Jam,2,scooter,0.0,No,Urban,24
32.0,4.9,Windy,Low,1,scooter,1.0,No,Metropolitian,29
29.0,5.0,Cloudy,High,2,motorcycle,1.0,No,Metropolitian,21
31.0,4.0,Stormy,High,2,electric_scooter,1.0,No,Metropolitian,31
35.0,5.0,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,15
23.0,4.3,Cloudy,Jam,2,scooter,2.0,No,Metropolitian,40
25.0,5.0,Stormy,Low,2,scooter,0.0,No,Urban,12
20.0,4.7,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,32
38.0,4.6,Windy,Medium,2,scooter,1.0,No,Urban,25
25.0,5.0,Sunny,Jam,2,electric_scooter,1.0,,,12
36.0,4.7,Sandstorms,Jam,1,scooter,1.0,No,Urban,29
35.0,4.4,Windy,High,0,motorcycle,0.0,No,Metropolitian,33
36.0,4.9,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,21
,,,,3,motorcycle,0.0,No,Metropolitian,19
32.0,4.8,Stormy,Low,2,motorcycle,0.0,No,Urban,17
36.0,5.0,Fog,Jam,0,motorcycle,2.0,Yes,Metropolitian,44
33.0,5.0,Fog,Low,2,motorcycle,0.0,No,Metropolitian,15
21.0,4.7,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,11
30.0,3.7,Sandstorms,Jam,2,motorcycle,2.0,No,Metropolitian,38
21.0,4.9,Windy,Low,0,motorcycle,0.0,No,Urban,21
35.0,4.8,Cloudy,Medium,2,scooter,0.0,No,Metropolitian,17
32.0,4.9,Stormy,Jam,1,scooter,1.0,No,Metropolitian,30
36.0,5.0,Sunny,Low,1,scooter,1.0,No,Metropolitian,15
20.0,4.7,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,23
33.0,4.9,Cloudy,Medium,0,motorcycle,0.0,Yes,Metropolitian,41
36.0,4.5,Cloudy,Medium,0,motorcycle,2.0,No,Metropolitian,44
37.0,4.8,Fog,Low,1,scooter,0.0,No,Urban,16
33.0,4.6,Windy,Low,1,scooter,1.0,No,Metropolitian,24
36.0,5.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,29
32.0,4.6,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,27
28.0,4.2,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,33
32.0,4.7,Windy,Low,1,motorcycle,0.0,No,Urban,27
38.0,5.0,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,19
39.0,4.3,Windy,Jam,2,scooter,1.0,No,Metropolitian,41
33.0,4.9,Windy,Low,1,scooter,1.0,No,Urban,25
26.0,4.6,Stormy,Low,0,motorcycle,1.0,No,Urban,19
29.0,4.6,Sunny,Medium,2,scooter,1.0,No,Urban,17
25.0,4.5,Stormy,Jam,2,motorcycle,0.0,No,Metropolitian,19
34.0,5.0,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,22
21.0,4.7,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,19
39.0,4.8,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,15
21.0,4.9,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,28
39.0,4.5,Windy,Jam,2,scooter,1.0,No,Metropolitian,25
35.0,4.5,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,26
28.0,4.6,Sunny,Medium,0,motorcycle,0.0,No,Urban,15
39.0,4.9,Cloudy,Low,1,motorcycle,0.0,No,Urban,16
24.0,5.0,Sunny,Medium,2,motorcycle,0.0,No,Urban,14
22.0,4.6,Windy,Low,2,scooter,1.0,No,Metropolitian,15
27.0,4.6,Sandstorms,Medium,1,motorcycle,0.0,No,Metropolitian,25
34.0,4.9,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,27
27.0,4.7,Sandstorms,Medium,1,motorcycle,1.0,No,Urban,21
32.0,4.4,Windy,Jam,1,scooter,2.0,No,Metropolitian,36
32.0,4.3,Fog,Jam,2,scooter,1.0,No,Metropolitian,42
30.0,5.0,Fog,High,2,motorcycle,1.0,No,Urban,34
22.0,4.5,Cloudy,High,2,scooter,1.0,No,Metropolitian,29
25.0,4.7,Sunny,Jam,1,scooter,0.0,No,Metropolitian,18
27.0,4.9,Fog,Low,2,scooter,1.0,No,Metropolitian,28
30.0,4.9,Stormy,Jam,1,scooter,0.0,No,Metropolitian,26
21.0,4.5,Sandstorms,Low,1,scooter,0.0,No,Urban,10
34.0,3.7,Sunny,Jam,1,motorcycle,0.0,No,Urban,32
31.0,4.8,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,26
28.0,4.7,Stormy,Low,2,scooter,1.0,No,Metropolitian,18
34.0,4.7,Stormy,Medium,2,scooter,1.0,No,Metropolitian,28
,,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,35
34.0,4.8,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,29
30.0,4.1,Windy,Jam,1,scooter,1.0,No,Metropolitian,33
25.0,4.7,Sunny,High,2,scooter,,No,Metropolitian,15
38.0,4.6,Cloudy,Jam,0,motorcycle,1.0,Yes,Metropolitian,46
35.0,4.7,Sandstorms,High,2,motorcycle,0.0,No,Metropolitian,26
21.0,4.5,Fog,Medium,2,scooter,0.0,No,Urban,14
22.0,4.8,Sandstorms,Low,2,scooter,1.0,No,Urban,13
38.0,4.9,Windy,Jam,0,motorcycle,3.0,Yes,Metropolitian,53
36.0,4.6,Cloudy,High,0,motorcycle,1.0,No,Urban,27
31.0,4.6,Cloudy,Low,2,motorcycle,0.0,No,Metropolitian,19
26.0,4.7,Sunny,Low,1,scooter,1.0,No,Metropolitian,20
21.0,5.0,Sunny,Jam,2,scooter,1.0,No,,24
29.0,4.9,Sunny,Medium,2,electric_scooter,1.0,No,Urban,12
35.0,4.6,Fog,Low,0,motorcycle,1.0,No,Urban,29
50.0,6.0,,,3,scooter,1.0,No,Metropolitian,22
28.0,5.0,Cloudy,Medium,2,electric_scooter,1.0,No,Urban,19
36.0,4.6,Sunny,Jam,1,scooter,1.0,No,Metropolitian,15
33.0,4.8,Cloudy,Medium,1,scooter,0.0,No,Metropolitian,16
27.0,4.7,Cloudy,Medium,1,scooter,1.0,No,Metropolitian,33
30.0,4.9,Cloudy,Low,2,motorcycle,1.0,No,Urban,17
35.0,4.3,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,41
29.0,4.7,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,33
31.0,4.8,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,29
23.0,4.8,Stormy,Low,1,motorcycle,0.0,No,Metropolitian,14
31.0,4.6,Cloudy,Low,1,scooter,1.0,No,Metropolitian,19
39.0,4.8,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,34
22.0,4.5,Windy,Medium,2,scooter,1.0,No,Metropolitian,29
25.0,4.5,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,26
26.0,4.5,Fog,Medium,2,scooter,1.0,No,Metropolitian,25
25.0,4.6,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,14
28.0,4.9,Fog,Jam,2,scooter,0.0,No,Metropolitian,31
26.0,4.2,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,25
24.0,5.0,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,29
39.0,4.8,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,35
